Time,Node,Type,Destination,Retransmitter,Metric,SeqNumber
+10800194750.0ns,55,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:23,632,7
+10800194750.0ns,55,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:23,632,7
+10800194959.0ns,40,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:23,560,7
+10800194959.0ns,40,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:23,560,7
+10800961256.0ns,34,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:38,887,16
+10801258553.0ns,28,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:20,6901,29
+10802319048.0ns,0,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:1d,5588,25
+10803380131.0ns,28,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:33,2192,14
+10803382263.0ns,34,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:29,887,15
+10804462915.0ns,56,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:23,1017,16
+10804547227.0ns,31,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:30,6075,30
+10805608295.0ns,0,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:1d,2490,13
+10806525246.0ns,13,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:07,1464,7
+10806670761.0ns,49,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:39,1072,16
+10807771188.0ns,33,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:32,1296,16
+10808359318.0ns,38,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:09,1542,7
+10808872959.0ns,56,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:23,1017,15
+10809106064.0ns,6,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0e,58,19
+10809973682.0ns,49,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:39,1072,15
+10810166580.0ns,3,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:07,111,19
+10810169106.0ns,47,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:3c,4773,31
+10811229827.0ns,31,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:30,6075,31
+10811231997.0ns,33,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:32,1296,15
+10812294904.0ns,8,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:27,55,18
+10812442227.0ns,57,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:29,621,7
+10812442227.0ns,57,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:29,61,7
+10812442227.0ns,57,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:29,621,7
+10813188741.0ns,40,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:3a,887,15
+10813355594.0ns,1,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:09,186,18
+10813357729.0ns,0,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:1d,5653,16
+10814416623.0ns,26,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:04,166,19
+10814438906.0ns,0,Add Reactive,00:00:00:00:00:17,00:00:00:00:00:1d,1862,9
+10815497905.0ns,2,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:02,259,18
+10815499896.0ns,0,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:1d,2621,12
+10815502121.0ns,34,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:29,1774,15
+10816559367.0ns,14,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1b,219,19
+10816562769.0ns,56,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:23,1904,15
+10817639927.0ns,2,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0f,762,19
+10817645164.0ns,0,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:1d,2621,13
+10818700547.0ns,5,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:03,1146,18
+10818706154.0ns,0,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:1d,5641,34
+10819761014.0ns,7,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:06,1347,18
+10820130093.0ns,49,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:39,1959,15
+10820861501.0ns,39,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:08,2234,18
+10821668191.0ns,54,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:34,792,7
+10821941987.0ns,41,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:28,3206,18
+10822414773.0ns,51,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:37,108,14
+10823024336.0ns,28,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:20,6886,18
+10824087139.0ns,43,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:2a,3396,18
+10824087966.0ns,5,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:03,1649,19
+10824452349.0ns,46,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:34,239,14
+10825190404.0ns,59,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:2c,4358,18
+10825514246.0ns,50,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:22,2118,14
+10826252650.0ns,7,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:06,1850,19
+10826594817.0ns,28,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:33,2323,14
+10827675963.0ns,28,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:20,6328,30
+10828737690.0ns,50,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:22,1413,16
+10828737881.0ns,47,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:3c,4828,18
+10828738962.0ns,39,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:08,2737,19
+10829799940.0ns,41,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:28,3709,19
+10829801887.0ns,0,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:1d,2729,12
+10830883386.0ns,28,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:33,1618,16
+10830884066.0ns,31,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:30,6130,18
+10830885002.0ns,43,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:2a,3899,19
+10831966156.0ns,59,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:2c,4861,19
+10831966942.0ns,56,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:2f,1830,14
+10831967449.0ns,0,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:1d,6422,29
+10833029079.0ns,33,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:32,2183,15
+10834090610.0ns,0,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:1d,6422,35
+10834091924.0ns,47,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:3c,5331,19
+10835153218.0ns,28,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:20,6328,31
+10836213713.0ns,0,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1d,5694,24
+10837274703.0ns,0,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:1d,6495,29
+10838356530.0ns,50,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:22,1413,15
+10839607724.0ns,49,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:39,1885,14
+10839667104.0ns,31,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:30,6633,19
+10840728172.0ns,0,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:1d,2729,13
+10841809162.0ns,0,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:1d,1916,15
+10842870723.0ns,33,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:32,2109,14
+10843020621.0ns,38,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:11,1302,7
+10843020621.0ns,38,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:11,61,7
+10843931985.0ns,28,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:33,1618,15
+10843933619.0ns,16,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:27,887,19
+10844996348.0ns,28,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:20,6383,18
+10846059492.0ns,5,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:11,1774,19
+10846219108.0ns,46,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2b,392,7
+10846219108.0ns,46,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:2b,392,7
+10846985677.0ns,42,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:2f,131,15
+10846985936.0ns,50,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:22,2300,15
+10848047317.0ns,0,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:1d,6965,35
+10848796157.0ns,7,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:06,1975,19
+10849108400.0ns,28,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:33,2505,15
+10850170172.0ns,50,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:2b,186,15
+10850171399.0ns,39,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:08,2862,19
+10851230743.0ns,28,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:33,391,15
+10851231885.0ns,41,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:28,3834,19
+10852293546.0ns,43,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:2a,4024,19
+10852294700.0ns,0,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1d,7073,27
+10853417623.0ns,59,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:2c,4986,19
+10853693806.0ns,27,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:14,2174,7
+10854479442.0ns,0,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:1d,1916,14
+10855561696.0ns,47,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:3c,5456,19
+10855562661.0ns,19,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,73,21
+10856623085.0ns,15,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:14,181,21
+10856625230.0ns,0,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:1d,2803,14
+10857686676.0ns,28,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:20,6886,19
+10858749122.0ns,53,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:10,1084,21
+10859810219.0ns,50,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:22,2226,14
+10860871935.0ns,28,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:33,2431,14
+10861953938.0ns,31,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:30,6758,19
+10865033402.0ns,38,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:11,1143,7
+10865779964.0ns,16,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:27,887,20
+10866900686.0ns,5,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:11,1774,20
+10867763459.0ns,33,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:36,1296,21
+10867961153.0ns,7,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:06,1975,20
+10868864150.0ns,50,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:22,1413,21
+10869081640.0ns,39,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:08,2862,20
+10870115427.0ns,28,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:33,1618,21
+10870202126.0ns,41,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:28,3834,20
+10871264475.0ns,28,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:20,7011,19
+10873385960.0ns,0,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:1d,1735,15
+10873388085.0ns,43,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:2a,4024,20
+10874508883.0ns,59,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:2c,4986,20
+10875702450.0ns,47,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:3c,5456,20
+10875720503.0ns,51,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:2f,471,7
+10876657168.0ns,46,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:34,131,15
+10876823171.0ns,31,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:30,6758,20
+10877884239.0ns,0,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1d,7102,28
+10878965229.0ns,0,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1d,8512,30
+10880027145.0ns,42,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:2f,262,15
+10881088785.0ns,0,Add Reactive,00:00:00:00:00:39,00:00:00:00:00:1d,899,14
+10882150332.0ns,50,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:2b,317,15
+10883231398.0ns,0,Add Reactive,00:00:00:00:00:23,00:00:00:00:00:1d,1029,16
+10884312481.0ns,28,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:33,522,15
+10885392976.0ns,0,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1d,7126,31
+10886453966.0ns,0,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:1d,7199,29
+10887515412.0ns,28,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:20,7011,20
+10888575907.0ns,0,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:1d,2490,14
+10889656897.0ns,0,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1d,7184,18
+10891056273.0ns,54,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:34,605,7
+10891126800.0ns,29,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0e,1598,7
+10891126872.0ns,27,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0e,1522,7
+10891822855.0ns,51,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:37,108,15
+10891873407.0ns,13,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:1e,78,15
+10892923501.0ns,46,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:34,239,15
+10892934068.0ns,6,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:0e,136,15
+10893994584.0ns,3,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:07,189,15
+10893997348.0ns,0,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:1d,2621,14
+10895055136.0ns,26,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:04,244,15
+10895059264.0ns,42,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:2f,370,15
+10896119891.0ns,50,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:2b,425,15
+10896120904.0ns,0,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:1d,6626,30
+10897184427.0ns,14,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:1b,297,15
+10897221987.0ns,28,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:33,630,15
+10898244987.0ns,2,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:0f,840,15
+10899305607.0ns,5,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:03,1727,15
+10899423472.0ns,0,Add Reactive,00:00:00:00:00:38,00:00:00:00:00:1d,1916,16
+10900406074.0ns,7,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:06,1928,15
+10901486561.0ns,39,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:08,2815,15
+10901807299.0ns,15,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:36,401,7
+10901807299.0ns,15,Add Reactive,00:00:00:00:00:36,00:00:00:00:00:36,66,7
+10901807299.0ns,15,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:36,401,7
+10901807321.0ns,18,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:36,394,7
+10901807321.0ns,18,Add Reactive,00:00:00:00:00:36,00:00:00:00:00:36,59,7
+10901807321.0ns,18,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:36,394,7
+10902744771.0ns,41,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:28,3787,15
+10903320939.0ns,13,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,54,22
+10903845254.0ns,43,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:2a,3977,15
+10904443166.0ns,53,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:10,903,16
+10904925958.0ns,59,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:2c,4939,15
+10905563572.0ns,33,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:36,1115,16
+10906624263.0ns,50,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:22,1232,16
+10907684834.0ns,28,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:33,1437,16
+10908745329.0ns,0,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:1d,6626,31
+10908746752.0ns,47,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:3c,5409,15
+10908747828.0ns,6,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:0e,112,22
+10909810451.0ns,53,Add Reactive,00:00:00:00:00:13,00:00:00:00:00:13,887,13
+10910893511.0ns,3,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:07,165,22
+10910893621.0ns,31,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:30,6711,15
+10911954689.0ns,0,Add Reactive,00:00:00:00:00:29,00:00:00:00:00:1d,1916,15
+10911955763.0ns,33,Add Reactive,00:00:00:00:00:13,00:00:00:00:00:36,1099,13
+10913017294.0ns,0,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:1d,6681,18
+10913038808.0ns,26,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:04,220,22
+10914078740.0ns,28,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:20,6964,15
+10914079121.0ns,50,Add Reactive,00:00:00:00:00:13,00:00:00:00:00:22,1216,13
+10915140187.0ns,0,Add Reactive,00:00:00:00:00:3a,00:00:00:00:00:1d,2803,15
+10915202881.0ns,14,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1b,273,22
+10916221177.0ns,0,Add Reactive,00:00:00:00:00:2f,00:00:00:00:00:1d,689,15
+10916283441.0ns,2,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:0f,816,22
+10917282260.0ns,28,Add Reactive,00:00:00:00:00:13,00:00:00:00:00:33,1421,13
+10917364061.0ns,5,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:03,1703,22
+10918484528.0ns,7,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:06,1904,22
+10919799460.0ns,39,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:08,2791,22
+10920005995.0ns,19,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:10,653,7
+10920005995.0ns,19,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:10,653,7
+10920006199.0ns,12,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:10,650,7
+10920006199.0ns,12,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:10,650,7
+10920812419.0ns,15,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:14,108,18
+10920879946.0ns,41,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:28,3763,22
+10921873089.0ns,53,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:10,1011,18
+10921960429.0ns,43,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:2a,3953,22
+10922933495.0ns,33,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:36,1223,18
+10923081133.0ns,59,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:2c,4915,22
+10924141727.0ns,47,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:3c,5385,22
+10924144075.0ns,50,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:22,1340,18
+10925205141.0ns,0,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1d,7184,19
+10925206402.0ns,15,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:0d,130,17
+10926267873.0ns,53,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:10,1033,17
+10926268616.0ns,28,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:33,1545,18
+10927331043.0ns,31,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:30,6687,22
+10927499307.0ns,27,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:14,708,7
+10927499307.0ns,27,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:14,708,7
+10928392111.0ns,0,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:1d,2729,14
+10929473957.0ns,33,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:36,1245,17
+10930536122.0ns,28,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:20,6940,22
+10930536397.0ns,19,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,73,23
+10931598966.0ns,0,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1d,1916,21
+10932661795.0ns,15,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:14,181,23
+10933723518.0ns,50,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:22,1362,17
+10934784584.0ns,0,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:1d,7309,19
+10935847316.0ns,53,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:10,1084,23
+10937676192.0ns,33,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:36,1296,23
+10938757454.0ns,28,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:33,1567,17
+10939839181.0ns,50,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:22,1413,23
+10941815902.0ns,11,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1e,1839,7
+10942583727.0ns,0,Add Reactive,00:00:00:00:00:34,00:00:00:00:00:1d,820,15
+10943644717.0ns,0,Add Reactive,00:00:00:00:00:27,00:00:00:00:00:1d,7309,20
+10944706990.0ns,29,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:0c,114,9
+10945769225.0ns,0,Add Reactive,00:00:00:00:00:37,00:00:00:00:00:1d,928,15
+10946830308.0ns,28,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:33,1618,23
+10947890803.0ns,0,Add Reactive,00:00:00:00:00:10,00:00:00:00:00:1d,1735,16
+10947892655.0ns,13,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:1e,192,9
+10948994263.0ns,6,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:0e,250,9
+10948995483.0ns,0,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:1d,7262,15
+10950077543.0ns,0,Add Reactive,00:00:00:00:00:13,00:00:00:00:00:1d,1719,13
+10950846349.0ns,3,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:07,303,9
+10951635113.0ns,0,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:1d,1843,18
+10951926901.0ns,26,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:04,358,9
+10952716103.0ns,0,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1d,7238,22
+10953007471.0ns,14,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:1b,411,9
+10953817093.0ns,0,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:1d,1865,17
+10954108031.0ns,2,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:0f,954,9
+10955168651.0ns,5,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:03,1841,9
+10955406083.0ns,0,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1d,1916,23
+10956249118.0ns,7,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:06,2042,9
+10956616569.0ns,19,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:10,459,7
+10956616569.0ns,19,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:10,459,7
+10956616773.0ns,12,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:10,456,7
+10956616773.0ns,12,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:10,456,7
+10957329605.0ns,39,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:08,2929,9
+10957382993.0ns,15,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:14,108,19
+10958430091.0ns,41,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:28,3901,9
+10958503663.0ns,53,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:10,1011,19
+10959550574.0ns,43,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:2a,4091,9
+10960631278.0ns,59,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:2c,5053,9
+10961329482.0ns,33,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:36,1223,19
+10962411372.0ns,15,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:0d,130,18
+10963493095.0ns,50,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:22,1340,19
+10963494581.0ns,47,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:3c,5523,9
+10964555612.0ns,31,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:30,6825,9
+10964556948.0ns,28,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:33,1545,19
+10965617443.0ns,0,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:1d,1843,19
+10965619394.0ns,53,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:10,1033,18
+10966679800.0ns,33,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:36,1245,18
+10967740491.0ns,50,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:22,1362,18
+10968802179.0ns,28,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:20,7078,9
+10969862674.0ns,0,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:1d,7376,9
+10971089321.0ns,28,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:33,1567,18
+10972352108.0ns,0,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:1d,1865,18
+10973622313.0ns,11,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:13,447,7
+10973622313.0ns,11,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:13,447,7
+10974370429.0ns,18,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:0c,246,10
+10975641617.0ns,53,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:13,1133,10
+10976702023.0ns,33,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:36,1345,10
+10977822714.0ns,50,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:22,1462,10
+10978923285.0ns,28,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:33,1667,10
+10980043780.0ns,0,Add Reactive,00:00:00:00:00:0c,00:00:00:00:00:1d,1965,10
+10981275186.0ns,29,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0e,1594,7
+10982021996.0ns,13,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:1e,78,16
+10983142657.0ns,6,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:0e,136,16
+10984223173.0ns,3,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:07,189,16
+10985343725.0ns,26,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:04,244,16
+10986420225.0ns,27,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:14,514,7
+10986420225.0ns,27,Add Proactive,00:00:00:00:00:01,00:00:00:00:00:14,514,7
+10986424295.0ns,14,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:1b,297,16
+10987507556.0ns,19,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,73,24
+10988256143.0ns,2,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:0f,840,16
+10988627980.0ns,15,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:14,181,24
