Time,Node,Type,Destination,Retransmitter,Metric,SeqNumber
+4641169803.0ns,50,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:25,3826,11
+4642231491.0ns,28,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:20,5828,9
+4642233004.0ns,59,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2c,4748,21
+4643316019.0ns,21,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:05,443,21
+4644244823.0ns,0,Add Reactive,00:00:00:00:00:16,00:00:00:00:00:1d,7039,8
+4644377166.0ns,39,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:15,2038,14
+4645497652.0ns,41,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:28,2925,14
+4646558135.0ns,43,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2a,3850,19
+4646617128.0ns,13,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1c,1970,4
+4647638839.0ns,59,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2c,4782,18
+4648699433.0ns,47,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:3c,6311,14
+4648701455.0ns,20,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:16,1330,21
+4649761210.0ns,0,Add Reactive,00:00:00:00:00:3b,00:00:00:00:00:1d,7112,9
+4649762303.0ns,39,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:15,2217,21
+4649762965.0ns,43,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:2a,3849,14
+4650825974.0ns,0,Add Reactive,00:00:00:00:00:14,00:00:00:00:00:33,3869,10
+4650826480.0ns,27,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0e,77,10
+4652841243.0ns,19,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1c,151,10
+4652842554.0ns,28,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:20,6715,9
+4653903772.0ns,0,Add Reactive,00:00:00:00:00:0d,00:00:00:00:00:33,3888,10
+4654966026.0ns,47,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:3c,5582,16
+4656083745.0ns,3,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1b,1267,4
+4656083871.0ns,25,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1b,1075,4
+4656509543.0ns,0,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:33,3943,11
+4656830549.0ns,26,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1a,891,17
+4657578624.0ns,15,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:14,265,10
+4658699294.0ns,53,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:10,2762,10
+4658803370.0ns,41,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:28,3104,21
+4659865357.0ns,31,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:30,6385,14
+4659866185.0ns,0,Add Reactive,00:00:00:00:00:26,00:00:00:00:00:1d,7999,9
+4660928439.0ns,47,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:3c,5635,21
+4660929319.0ns,14,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1b,944,17
+4661989733.0ns,28,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:20,6642,14
+4662029856.0ns,4,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:0f,997,17
+4663051736.0ns,31,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:30,5656,16
+4663130492.0ns,21,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:05,1155,17
+4664113878.0ns,33,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:36,2917,10
+4664193115.0ns,59,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2c,5671,17
+4665254430.0ns,31,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:30,5709,21
+4665255731.0ns,20,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:16,2042,17
+4665256194.0ns,26,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:04,57,14
+4666318391.0ns,14,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1b,110,14
+4666318935.0ns,39,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:15,2929,17
+4666319466.0ns,43,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2a,4028,21
+4667381829.0ns,59,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2c,4802,19
+4668444167.0ns,47,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:3c,5669,18
+4668445206.0ns,41,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:28,3816,17
+4669508124.0ns,4,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:0f,163,14
+4670378050.0ns,0,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:1d,7926,14
+4670588760.0ns,21,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:05,321,14
+4671669256.0ns,20,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:16,1208,14
+4672231710.0ns,36,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:22,3016,10
+4674618955.0ns,59,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:2c,4801,14
+4674801724.0ns,6,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1a,1161,4
+4674801724.0ns,6,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1a,86,4
+4675680270.0ns,31,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:30,5743,18
+4676763253.0ns,50,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:25,3903,10
+4677594082.0ns,39,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:15,2095,14
+4677596265.0ns,25,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:07,621,18
+4678659670.0ns,47,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:3c,6558,17
+4679448565.0ns,26,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1a,1512,18
+4679741175.0ns,59,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2c,4980,21
+4681672902.0ns,43,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:2a,4740,17
+4681673440.0ns,28,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:20,5913,16
+4681674730.0ns,14,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1b,1565,18
+4682735911.0ns,0,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:33,4020,10
+4682776173.0ns,4,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:0f,1618,18
+4683836901.0ns,0,Add Reactive,00:00:00:00:00:05,00:00:00:00:00:1d,7197,16
+4684807837.0ns,21,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:05,1776,18
+4684898347.0ns,28,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:20,5966,21
+4685868333.0ns,20,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:16,2663,18
+4686969984.0ns,0,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:1d,7250,21
+4687719584.0ns,39,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:15,3550,18
+4688240593.0ns,27,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0d,1888,4
+4688240650.0ns,29,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0d,1890,4
+4688987299.0ns,12,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:1e,53,9
+4688988752.0ns,47,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:3c,5689,19
+4690050822.0ns,59,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:2c,5692,17
+4691131416.0ns,47,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:3c,5688,14
+4691133607.0ns,15,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:0d,186,9
+4692216377.0ns,28,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:20,6000,18
+4693133692.0ns,1,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,1078,4
+4693133692.0ns,1,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:03,80,4
+4693133778.0ns,16,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,1052,4
+4693133778.0ns,16,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:03,54,4
+4693276872.0ns,0,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:1d,7284,18
+4693278823.0ns,53,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:10,2683,9
+4694341706.0ns,47,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:3c,5867,21
+4694342116.0ns,2,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:11,178,22
+4696335919.0ns,31,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:30,6632,17
+4697399204.0ns,14,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:03,232,22
+4698147833.0ns,33,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:36,2838,9
+4698148064.0ns,31,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:30,5763,19
+4699210486.0ns,41,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:28,2982,14
+4700122049.0ns,36,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:22,2937,9
+4700123854.0ns,12,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,73,12
+4701186333.0ns,28,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:20,6889,17
+4701186438.0ns,2,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,889,18
+4701187251.0ns,4,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:0f,285,22
+4702248325.0ns,14,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:03,943,18
+4702249564.0ns,15,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:0d,206,12
+4702249680.0ns,43,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:2a,3906,14
+4702249943.0ns,0,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:1d,8173,17
+4703312866.0ns,59,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:2c,4858,14
+4703313164.0ns,31,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:30,5762,14
+4704374242.0ns,28,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:20,6020,19
+4704375021.0ns,50,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:25,3824,9
+4704375586.0ns,41,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:28,4437,18
+4705437503.0ns,47,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:3c,6579,17
+4705438275.0ns,21,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:05,443,22
+4706499280.0ns,0,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:1d,7304,19
+4706501052.0ns,53,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:10,2703,12
+4707562395.0ns,43,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:2a,5361,18
+4707563361.0ns,28,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:20,6019,14
+4708624810.0ns,20,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:16,1330,22
+4709686432.0ns,0,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1d,7303,14
+4710456319.0ns,39,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:15,2217,22
+4711519448.0ns,47,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:3c,5745,14
+4711519806.0ns,0,Add Reactive,00:00:00:00:00:1e,00:00:00:00:00:33,3941,9
+4712581985.0ns,31,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:30,5941,21
+4712623214.0ns,4,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:0f,996,18
+4713662558.0ns,28,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:20,6198,21
+4713683850.0ns,21,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:05,1154,18
+4714745398.0ns,41,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:28,3104,22
+4715807385.0ns,31,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:30,6653,17
+4715808213.0ns,0,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:1d,7482,21
+4716870757.0ns,20,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:16,2041,18
+4717017787.0ns,17,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:18,1366,4
+4717017787.0ns,17,Add Reactive,00:00:00:00:00:18,00:00:00:00:00:18,109,4
+4717019235.0ns,27,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:14,651,4
+4717786073.0ns,33,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:36,2858,12
+4717931408.0ns,39,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:15,2928,18
+4717932267.0ns,43,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2a,4028,22
+4718992989.0ns,59,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:2c,6313,18
+4718994397.0ns,23,Add Reactive,00:00:00:00:00:12,00:00:00:00:00:12,1008,4
+4720056515.0ns,19,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,74,13
+4721117777.0ns,31,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:30,5819,14
+4721118543.0ns,36,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:22,2957,12
+4722180142.0ns,28,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:20,6910,17
+4723241119.0ns,50,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:25,3844,12
+4723242640.0ns,15,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:14,188,13
+4724304320.0ns,59,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2c,4980,22
+4724363432.0ns,53,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:10,2685,13
+4725385970.0ns,41,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:28,3815,18
+4725423838.0ns,33,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:36,2840,13
+4726466453.0ns,43,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2a,4739,18
+4726484432.0ns,36,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:22,2939,13
+4727545440.0ns,0,Add Reactive,00:00:00:00:00:1a,00:00:00:00:00:1d,8194,17
+4728442015.0ns,5,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:08,687,4
+4728442015.0ns,5,Add Reactive,00:00:00:00:00:08,00:00:00:00:00:08,56,4
+4728442214.0ns,9,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:08,1601,4
+4728606464.0ns,0,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:33,3961,12
+4729188482.0ns,7,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:06,132,15
+4729667734.0ns,50,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:25,3826,13
+4730437569.0ns,2,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:06,840,4
+4730437671.0ns,16,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:06,910,4
+4730768246.0ns,0,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:33,3943,13
+4731184189.0ns,5,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:03,887,20
+4732265143.0ns,39,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:08,1409,15
+4733222004.0ns,13,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1c,1941,4
+4733222004.0ns,13,Add Reactive,00:00:00:00:00:1c,00:00:00:00:00:1c,53,4
+4733325629.0ns,41,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:28,2296,15
+4733326724.0ns,59,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2c,5691,18
+4734388100.0ns,28,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:20,6076,14
+4734388417.0ns,7,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:0a,120,6
+4735451099.0ns,39,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:08,1397,6
+4736512068.0ns,43,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:2a,3220,15
+4736512857.0ns,47,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:3c,7200,18
+4737576356.0ns,27,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0e,77,11
+4738344652.0ns,41,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:28,2284,6
+4738345218.0ns,31,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:30,7274,18
+4739407467.0ns,0,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1d,7360,14
+4739408172.0ns,7,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:06,1019,20
+4739408257.0ns,19,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1c,151,11
+4740470582.0ns,43,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:2a,3208,6
+4740471263.0ns,28,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:20,7531,18
+4741534407.0ns,5,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:11,887,23
+4742597082.0ns,15,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:14,265,11
+4742615771.0ns,39,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:08,2296,20
+4743657752.0ns,53,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:10,2762,11
+4743677352.0ns,59,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:2c,4172,15
+4744739002.0ns,41,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:28,3183,20
+4744739171.0ns,0,Add Reactive,00:00:00:00:00:07,00:00:00:00:00:1d,8815,18
+4745801017.0ns,33,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:36,2917,11
+4746862930.0ns,59,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:2c,4160,6
+4746864330.0ns,36,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:22,3016,11
+4747945601.0ns,28,Add Reactive,00:00:00:00:00:12,00:00:00:00:00:18,2459,4
+4749026096.0ns,0,Add Reactive,00:00:00:00:00:12,00:00:00:00:00:1d,3743,4
+4749040836.0ns,1,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,923,4
+4749040889.0ns,14,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,894,4
+4749040922.0ns,16,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:03,894,4
+4749787416.0ns,7,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:06,1019,23
+4750132578.0ns,50,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:25,3903,11
+4750849431.0ns,2,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:0f,62,22
+4751193090.0ns,0,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:33,4020,11
+4751930051.0ns,5,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:03,949,22
+4752991005.0ns,39,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:08,2296,23
+4753947866.0ns,13,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:1c,704,4
+4754091974.0ns,43,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2a,4107,20
+4755152678.0ns,59,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:2c,5059,20
+4756529462.0ns,2,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:11,178,24
+4756530405.0ns,41,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:28,3183,23
+4757592184.0ns,47,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:3c,5867,22
+4758652905.0ns,31,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:30,5941,22
+4759753478.0ns,28,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:20,6198,22
+4760873973.0ns,0,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:1d,6301,22
+4760873973.0ns,0,Add Reactive,00:00:00:00:00:1d,00:00:00:00:00:1d,103,22
+4761180177.0ns,5,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:03,1065,24
+4762241715.0ns,2,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:02,889,19
+4762242955.0ns,27,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:0e,77,12
+4763304107.0ns,43,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2a,4107,23
+4763364711.0ns,19,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:1c,151,12
+4764366955.0ns,5,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:03,1776,19
+4764445135.0ns,15,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:14,265,12
+4765427422.0ns,7,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:06,1081,22
+4765429393.0ns,59,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2c,5059,23
+4766492678.0ns,53,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:10,2762,12
+4766511245.0ns,39,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:08,2358,22
+4767553084.0ns,33,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:36,2917,12
+4767571731.0ns,41,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:28,3245,22
+4768653329.0ns,47,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:3c,6578,18
+4768653678.0ns,36,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:22,3016,12
+4769716145.0ns,31,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:30,6652,18
+4769884838.0ns,3,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:07,1215,4
+4769884841.0ns,8,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:07,1291,4
+4770631354.0ns,6,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:04,108,15
+4770816718.0ns,28,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:20,6909,18
+4770817635.0ns,50,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:25,3903,12
+4771878147.0ns,0,Add Reactive,00:00:00:00:00:0e,00:00:00:00:00:33,4020,12
+4771880993.0ns,43,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2a,4169,22
+4772943892.0ns,6,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:09,76,19
+4774004368.0ns,25,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:07,729,15
+4774006080.0ns,7,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:06,1197,24
+4774006934.0ns,47,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:3c,5059,15
+4775068439.0ns,59,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:2c,5121,22
+4775069715.0ns,7,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:06,1908,19
+4776130291.0ns,39,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:08,2474,24
+4777192585.0ns,31,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:30,5133,15
+4777193481.0ns,26,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1a,1620,15
+4778273653.0ns,0,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:1d,8625,18
+4778274051.0ns,14,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:1b,1673,15
+4778275816.0ns,39,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:08,3185,19
+4780226150.0ns,41,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:28,3361,24
+4781346633.0ns,43,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2a,4285,24
+4782409927.0ns,2,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:0f,1735,15
+4783024691.0ns,28,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:20,5390,15
+4784105186.0ns,0,Add Reactive,00:00:00:00:00:06,00:00:00:00:00:1d,7106,15
+4784377667.0ns,5,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:03,2622,15
+4785438134.0ns,7,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:06,2754,15
+4786498621.0ns,39,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:08,4031,15
+4788687587.0ns,59,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:2c,5237,24
+4788688715.0ns,25,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:07,697,19
+4789752120.0ns,47,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:3c,5047,6
+4790812841.0ns,31,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:30,5121,6
+4790816186.0ns,26,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:1a,1588,19
+4791880151.0ns,28,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:20,5378,6
+4791896756.0ns,14,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:1b,1641,19
+4792957316.0ns,2,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:0f,1703,19
+4792960004.0ns,47,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:3c,5946,20
+4794021781.0ns,0,Add Reactive,00:00:00:00:00:0a,00:00:00:00:00:1d,5483,6
+4794083323.0ns,5,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:03,2590,19
+4796033232.0ns,7,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:06,2722,19
+4796033853.0ns,41,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:28,4072,19
+4797095291.0ns,39,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:08,3999,19
+4797095840.0ns,31,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:30,6020,20
+4798157237.0ns,47,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:3c,5946,23
+4799218531.0ns,28,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:20,6277,20
+4800280534.0ns,31,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:30,6020,23
+4802101308.0ns,43,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2a,4996,19
+4802101692.0ns,47,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:3c,6008,22
+4803163755.0ns,0,Add Reactive,00:00:00:00:00:03,00:00:00:00:00:1d,6382,20
+4809054368.0ns,31,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:30,6082,22
+4809951649.0ns,26,Add Reactive,00:00:00:00:00:01,00:00:00:00:00:0f,977,4
+4810134941.0ns,28,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:20,6277,23
+4811585275.0ns,14,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:1b,53,15
+4811586605.0ns,41,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:28,4918,15
+4812648139.0ns,43,Add Reactive,00:00:00:00:00:04,00:00:00:00:00:2a,5842,15
+4814598357.0ns,2,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:0f,115,15
+4814600047.0ns,41,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:28,4886,19
+4814601019.0ns,59,Add Reactive,00:00:00:00:00:02,00:00:00:00:00:2c,5948,19
+4815662396.0ns,28,Add Reactive,00:00:00:00:00:0f,00:00:00:00:00:20,6339,22
+4816591427.0ns,5,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:03,1002,15
+4818500230.0ns,0,Add Reactive,00:00:00:00:00:11,00:00:00:00:00:1d,6382,23
+4820451800.0ns,43,Add Reactive,00:00:00:00:00:09,00:00:00:00:00:2a,5810,19
+4821514001.0ns,7,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:06,1134,15
+4822575461.0ns,39,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:08,2411,15
+4823635947.0ns,41,Add Reactive,00:00:00:00:00:1b,00:00:00:00:00:28,3298,15
